Type,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Region,Order State,Product Name,Shipping Mode,Year,Month,Sales,Days for shipment (scheduled),Order Item Discount Rate,Order Item Quantity
DEBIT,Water Sports,Vega Baja,Puerto Rico,Consumer,PR,Fan Shop,LATAM,San Pedro Sula,Honduras,Central America,Cortés,Pelican Sunstream 100 Kayak,Same Day,2015,1,199.9900055,0.0,0.050000001,1
DEBIT,Water Sports,Walnut,EE. UU.,Corporate,CA,Fan Shop,LATAM,Chihuahua,México,Central America,Chihuahua,Pelican Sunstream 100 Kayak,First Class,2015,1,199.9900055,1.0,0.039999999,1
DEBIT,Water Sports,Washington,EE. UU.,Consumer,DC,Fan Shop,LATAM,Juárez,México,Central America,Chihuahua,Pelican Sunstream 100 Kayak,Standard Class,2015,1,199.9900055,4.0,0.100000001,1
DEBIT,Water Sports,Washington,EE. UU.,Consumer,DC,Fan Shop,LATAM,Querétaro,México,Central America,Querétaro,Pelican Sunstream 100 Kayak,Same Day,2015,1,199.9900055,0.0,0.029999999,1
DEBIT,Water Sports,Washington,EE. UU.,Home Office,PA,Fan Shop,LATAM,Villa Canales,Guatemala,Central America,Guatemala,Pelican Sunstream 100 Kayak,Standard Class,2015,1,199.9900055,4.0,0.119999997,1
DEBIT,Water Sports,Webster,EE. UU.,Consumer,NY,Fan Shop,LATAM,Toluca,México,Central America,México,Pelican Sunstream 100 Kayak,First Class,2015,1,399.980011,1.0,0.155000001,2
DEBIT,Water Sports,West Lafayette,EE. UU.,Consumer,IN,Fan Shop,LATAM,Cienfuegos,Cuba,Caribbean,Cienfuegos,Pelican Sunstream 100 Kayak,First Class,2015,1,199.9900055,1.0,0.119999997,1
DEBIT,Water Sports,Westland,EE. UU.,Consumer,MI,Fan Shop,LATAM,Huehuetenango,Guatemala,Central America,Huehuetenango,Pelican Sunstream 100 Kayak,Same Day,2015,1,199.9900055,0.0,0.129999995,1
DEBIT,Water Sports,Woodbridge,EE. UU.,Consumer,VA,Fan Shop,LATAM,Maracaibo,Venezuela,South America,Zulia,Pelican Sunstream 100 Kayak,Standard Class,2015,1,399.980011,4.0,0.125,2
DEBIT,Water Sports,Wyandotte,EE. UU.,Corporate,MI,Fan Shop,LATAM,Copiapó,Chile,South America,Atacama,Pelican Sunstream 100 Kayak,Second Class,2015,1,199.9900055,2.0,0.0,1
DEBIT,Water Sports,Ypsilanti,EE. UU.,Consumer,MI,Fan Shop,LATAM,Santo André,Brasil,South America,São Paulo,Pelican Sunstream 100 Kayak,Standard Class,2015,1,199.9900055,4.0,0.07,1
DEBIT,Water Sports,Yuma,EE. UU.,Consumer,AZ,Fan Shop,LATAM,Santa Clara,Cuba,Caribbean,Villa Clara,Pelican Sunstream 100 Kayak,Standard Class,2015,1,199.9900055,4.0,0.02,1
DEBIT,Women's Apparel,Alameda,EE. UU.,Consumer,CA,Golf,LATAM,Los Mochis,México,Central America,Sinaloa,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,50.0,4.0,0.059999999,1
DEBIT,Women's Apparel,Alameda,EE. UU.,Consumer,CA,Golf,LATAM,Querétaro,México,Central America,Querétaro,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,250.0,4.0,0.039999999,5
DEBIT,Women's Apparel,Albuquerque,EE. UU.,Consumer,NM,Golf,LATAM,Osasco,Brasil,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,250.0,4.0,0.16,5
DEBIT,Women's Apparel,Algonquin,EE. UU.,Consumer,IL,Golf,LATAM,Mexico City,México,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1,200.0,1.0,0.129999995,4
DEBIT,Women's Apparel,Ann Arbor,EE. UU.,Consumer,MI,Golf,LATAM,Guasave,México,Central America,Sinaloa,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,250.0,4.0,0.0500000005,5
DEBIT,Women's Apparel,Annapolis,EE. UU.,Consumer,MD,Golf,LATAM,Santa Ana,El Salvador,Central America,Santa Ana,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,150.0,2.0,0.01,3
DEBIT,Women's Apparel,Arlington,EE. UU.,Consumer,VA,Golf,LATAM,Buenos Aires,Argentina,South America,Buenos Aires,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,500.0,4.0,0.015,10
DEBIT,Women's Apparel,Bayonne,EE. UU.,Consumer,NJ,Golf,LATAM,León,México,Central America,Guanajuato,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,150.0,4.0,0.170000002,3
DEBIT,Women's Apparel,Bayonne,EE. UU.,Consumer,NJ,Golf,LATAM,Tegucigalpa,Honduras,Central America,Francisco Morazán,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,250.0,4.0,0.035,5
DEBIT,Women's Apparel,Bronx,EE. UU.,Corporate,NY,Golf,LATAM,Santiago de los Caballeros,República Dominicana,Caribbean,Santiago de Chile,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,200.0,4.0,0.159999996,4
DEBIT,Women's Apparel,Brooklyn,EE. UU.,Consumer,NY,Golf,LATAM,Antiguo Cuscatlán,El Salvador,Central America,La Libertad,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,100.0,4.0,0.159999996,2
DEBIT,Women's Apparel,Brooklyn,EE. UU.,Consumer,NY,Golf,LATAM,Camagüey,Cuba,Caribbean,Camagüey,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,50.0,4.0,0.059999999,1
DEBIT,Women's Apparel,Brooklyn,EE. UU.,Consumer,NY,Golf,LATAM,Guadalajara,México,Central America,Jalisco,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,300.0,4.0,0.1099999975,6
DEBIT,Women's Apparel,Brooklyn,EE. UU.,Consumer,NY,Golf,LATAM,Mexico City,México,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,50.0,2.0,0.25,1
DEBIT,Women's Apparel,Brooklyn,EE. UU.,Corporate,NY,Golf,LATAM,Quetzaltenango,Guatemala,Central America,Quezaltenango,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,250.0,2.0,0.029999999,5
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Apopa,El Salvador,Central America,San Salvador,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,500.0,4.0,0.0866666689999999,10
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Buenos Aires,Argentina,South America,Buenos Aires,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,350.0,4.0,0.159999996,7
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Choloma,Honduras,Central America,Cortés,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,100.0,4.0,0.100000001,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Consolación del Sur,Cuba,Caribbean,Pinar del Río,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,200.0,4.0,0.119999997,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Cuernavaca,México,Central America,Morelos,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,50.0,4.0,0.129999995,1
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Curitiba,Brasil,South America,Paraná,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,150.0,4.0,0.039999999,3
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Cúcuta,Colombia,South America,Norte de Santander,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,100.0,2.0,0.039999999,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Diadema,Brasil,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1,200.0,1.0,0.0,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Duque de Caxias,Brasil,South America,Río de Janeiro,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,100.0,4.0,0.02,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Estelí,Nicaragua,Central America,Estelí,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,100.0,4.0,0.059999999,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Guarulhos,Brasil,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,50.0,4.0,0.01,1
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Holguín,Cuba,Caribbean,Holguín,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,100.0,2.0,0.02,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,León,Nicaragua,Central America,León,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,250.0,4.0,0.059999999,5
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Lima,Perú,South America,Lima (ciudad),Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,150.0,4.0,0.0,3
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Manaus,Brasil,South America,Amazonas,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1,150.0,1.0,0.02,3
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Manzanillo,México,Central America,Colima,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,50.0,4.0,0.100000001,1
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Mexicali,México,Central America,Baja California,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1,100.0,1.0,0.25,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Mexico City,México,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,250.0,4.0,0.029999999,5
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Panama City,Panamá,Central America,Panamá,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,100.0,2.0,0.02,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Puebla,México,Central America,Puebla,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,250.0,2.0,0.170000002,5
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Puebla,México,Central America,Puebla,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,150.0,4.0,0.01,3
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Salvador,Brasil,South America,Bahía,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,50.0,4.0,0.180000007,1
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,San Fernando del Valle de Catamarca,Argentina,South America,Catamarca,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,50.0,4.0,0.170000002,1
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,San Miguelito,Panamá,Central America,Panamá,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,100.0,4.0,0.059999999,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,San Pedro Sula,Honduras,Central America,Cortés,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,200.0,4.0,0.090000004,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Santa Ana,El Salvador,Central America,Santa Ana,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,250.0,4.0,0.150000006,5
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Santa Clara,Cuba,Caribbean,Villa Clara,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,50.0,2.0,0.01,1
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Santiago de los Caballeros,República Dominicana,Caribbean,Santiago de Chile,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,250.0,4.0,0.150000006,5
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Sonsonate,El Salvador,Central America,Sonsonate,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,250.0,2.0,0.1100000015,5
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Sorocaba,Brasil,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,200.0,4.0,0.129999995,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,São Paulo,Brasil,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,Same Day,2015,1,150.0,0.0,0.150000006,3
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,São Paulo,Brasil,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,300.0,4.0,0.1750000045,6
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Talcahuano,Chile,South America,Bío-Bío,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,100.0,2.0,0.029999999,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Tecomán,México,Central America,Colima,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,100.0,4.0,0.170000002,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Tianguá,Brasil,South America,Ceará,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1,50.0,1.0,0.119999997,1
DEBIT,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Villahermosa,México,Central America,Tabasco,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,200.0,4.0,0.25,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Baní,República Dominicana,Caribbean,Peravia,Nike Men's Dri-FIT Victory Golf Polo,Same Day,2015,1,250.0,0.0,0.039999999,5
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Buenos Aires,Argentina,South America,Buenos Aires,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,150.0,4.0,0.150000006,3
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Camagüey,Cuba,Caribbean,Camagüey,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,350.0,4.0,0.0199999995,7
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Carrefour,Haití,Caribbean,Ouest,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,200.0,4.0,0.07,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Caxias do Sul,Brasil,South America,Rio Grande do Sul,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,100.0,4.0,0.039999999,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Guadalajara,México,Central America,Jalisco,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,150.0,2.0,0.0900000035,3
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Guantánamo,Cuba,Caribbean,Guantánamo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,150.0,4.0,0.150000006,3
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Guarujá,Brasil,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,250.0,4.0,0.150000006,5
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Guarulhos,Brasil,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,200.0,4.0,0.090000004,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Juárez,México,Central America,Chihuahua,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,100.0,4.0,0.150000006,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Managua,Nicaragua,Central America,Managua,Nike Men's Dri-FIT Victory Golf Polo,Same Day,2015,1,100.0,0.0,0.0,2
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Managua,Nicaragua,Central America,Managua,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,200.0,4.0,0.170000002,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Mexico City,México,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,300.0,4.0,0.124999996,6
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Panama City,Panamá,Central America,Panamá,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,200.0,2.0,0.050000001,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Parintins,Brasil,South America,Amazonas,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,200.0,2.0,0.02,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Paulista,Brasil,South America,Pernambuco,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1,150.0,1.0,0.0,3
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Recife,Brasil,South America,Pernambuco,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,200.0,4.0,0.170000002,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Salvador,Brasil,South America,Bahía,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,250.0,4.0,0.129999995,5
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Santo Domingo,República Dominicana,Caribbean,Santo Domingo,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,200.0,2.0,0.150000006,4
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Soledad,Colombia,South America,Atlántico,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,50.0,4.0,0.100000001,1
DEBIT,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Tegucigalpa,Honduras,Central America,Francisco Morazán,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1,50.0,4.0,0.129999995,1
DEBIT,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,LATAM,Antiguo Cuscatlán,El Salvador,Central America,La Libertad,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1,50.0,2.0,0.129999995,1
