Type,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Region,Order State,Product Name,Shipping Mode,Year,Month,Sales,Days for shipment (scheduled),Order Item Discount Rate,Order Item Quantity
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Carrefour,Haití,Caribbean,Ouest,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.090000004,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Choluteca,Honduras,Central America,Choluteca,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.0,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,David,Panamá,Central America,Chiriquí,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2,599.960022,2.0,0.034999999000000004,2
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Huixquilucan,México,Central America,México,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.100000001,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Juiz de Fora,Brasil,South America,Minas Gerais,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.07,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Juárez,México,Central America,Chihuahua,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.200000003,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Las Tunas,Cuba,Caribbean,Las Tunas,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.25,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Las Tunas,Cuba,Caribbean,Las Tunas,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.090000004,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Londrina,Brasil,South America,Paraná,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2,299.980011,2.0,0.01,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Managua,Nicaragua,Central America,Managua,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2,299.980011,2.0,0.050000001,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Manaus,Brasil,South America,Amazonas,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.180000007,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Matagalpa,Nicaragua,Central America,Matagalpa,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,1,299.980011,2.0,0.02,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Medellín,Colombia,South America,Antioquía,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2,299.980011,2.0,0.02,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Mexico City,México,Central America,Distrito Federal,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.180000007,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Monterrey,México,Central America,Nuevo León,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.039999999,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Montevideo,Uruguay,South America,Montevideo,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,3,299.980011,2.0,0.029999999,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Palma Soriano,Cuba,Caribbean,Santiago de Cuba,Diamondback Women's Serene Classic Comfort Bi,Same Day,2015,2,299.980011,0.0,0.180000007,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Salvador,Brasil,South America,Bahía,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.100000001,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,San Miguelito,Panamá,Central America,Panamá,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,1,299.980011,1.0,0.119999997,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,San Miguelito,Panamá,Central America,Panamá,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,3,299.980011,2.0,0.150000006,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,San Salvador,El Salvador,Central America,San Salvador,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.119999997,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Santa Catarina,México,Central America,Nuevo León,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.059999999,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Santo Domingo,República Dominicana,Caribbean,Santo Domingo,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,2,599.960022,1.0,0.155000001,2
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Santo Domingo,República Dominicana,Caribbean,Santo Domingo,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.050000001,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Tegucigalpa,Honduras,Central America,Francisco Morazán,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.159999996,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Tegucigalpa,Honduras,Central America,Francisco Morazán,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.25,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Victoria,México,Central America,Tamaulipas,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,599.960022,4.0,0.015,2
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Buenos Aires,Argentina,South America,Buenos Aires,Diamondback Women's Serene Classic Comfort Bi,Same Day,2015,2,299.980011,0.0,0.059999999,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Buenos Aires,Argentina,South America,Buenos Aires,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,3,599.960022,2.0,0.080000002,2
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Lençóis Paulista,Brasil,South America,São Paulo,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.0,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,León,Nicaragua,Central America,León,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,1,299.980011,1.0,0.100000001,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Mexico City,México,Central America,Distrito Federal,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.090000004,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Mixco,Guatemala,Central America,Guatemala,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.180000007,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Potosí,Bolivia,South America,Potosí,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.180000007,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Puebla,México,Central America,Puebla,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.07,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Quetzaltenango,Guatemala,Central America,Quezaltenango,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,2,299.980011,1.0,0.050000001,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Salvador,Brasil,South America,Bahía,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,599.960022,4.0,0.080000002,2
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,San Martín,El Salvador,Central America,Cuscatlán,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.01,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,San Pedro Sula,Honduras,Central America,Cortés,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.200000003,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Santa Clara,Cuba,Caribbean,Villa Clara,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.129999995,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Santiago de los Caballeros,República Dominicana,Caribbean,Santiago de Chile,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,1,599.960022,2.0,0.04,2
CASH,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Huehuetenango,Guatemala,Central America,Huehuetenango,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,1,299.980011,2.0,0.090000004,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Managua,Nicaragua,Central America,Managua,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.150000006,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Querétaro,México,Central America,Querétaro,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.0,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Santiago de Cuba,Cuba,Caribbean,Santiago de Cuba,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.150000006,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Santiago de los Caballeros,República Dominicana,Caribbean,Santiago de Chile,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.059999999,1
CASH,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Valles,México,Central America,San Luis Potosí,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,2,299.980011,1.0,0.119999997,1
CASH,Camping & Hiking,Canton,EE. UU.,Corporate,MI,Fan Shop,LATAM,Escuintla,Guatemala,Central America,Escuintla,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.180000007,1
CASH,Camping & Hiking,Carrollton,EE. UU.,Home Office,TX,Fan Shop,LATAM,Morelia,México,Central America,Michoacán,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.050000001,1
CASH,Camping & Hiking,Chicago,EE. UU.,Consumer,IL,Fan Shop,LATAM,León,México,Central America,Guanajuato,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2,299.980011,2.0,0.25,1
CASH,Camping & Hiking,Chicago,EE. UU.,Corporate,IL,Fan Shop,LATAM,Esquina,Argentina,South America,Corrientes,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,3,299.980011,1.0,0.059999999,1
CASH,Camping & Hiking,Chicago,EE. UU.,Corporate,IL,Fan Shop,LATAM,Moca,República Dominicana,Caribbean,Espaillat,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,599.960022,4.0,0.125,2
CASH,Camping & Hiking,Chicago,EE. UU.,Home Office,IL,Fan Shop,LATAM,Gómez Palacio,México,Central America,Durango,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,599.960022,4.0,0.155000001,2
CASH,Camping & Hiking,Chino Hills,EE. UU.,Home Office,CA,Fan Shop,LATAM,Villa Nueva,Guatemala,Central America,Guatemala,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2,299.980011,2.0,0.029999999,1
CASH,Camping & Hiking,Clearfield,EE. UU.,Consumer,UT,Fan Shop,LATAM,Mixco,Guatemala,Central America,Guatemala,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.159999996,1
CASH,Camping & Hiking,Cleveland,EE. UU.,Home Office,OH,Fan Shop,LATAM,Catia La Mar,Venezuela,South America,Vargas,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,1,299.980011,2.0,0.07,1
CASH,Camping & Hiking,Columbia,EE. UU.,Consumer,SC,Fan Shop,LATAM,Choluteca,Honduras,Central America,Choluteca,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,3,299.980011,2.0,0.150000006,1
CASH,Camping & Hiking,Compton,EE. UU.,Home Office,CA,Fan Shop,LATAM,Mexico City,México,Central America,Distrito Federal,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,2,599.960022,2.0,0.164999999,2
CASH,Camping & Hiking,Costa Mesa,EE. UU.,Consumer,CA,Fan Shop,LATAM,Itapetininga,Brasil,South America,São Paulo,Diamondback Women's Serene Classic Comfort Bi,Same Day,2015,1,299.980011,0.0,0.090000004,1
CASH,Camping & Hiking,Cupertino,EE. UU.,Consumer,CA,Fan Shop,LATAM,Santiago de Chile,Chile,South America,Santiago de Chile,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.029999999,1
CASH,Camping & Hiking,Dallas,EE. UU.,Home Office,TX,Fan Shop,LATAM,Juárez,México,Central America,Chihuahua,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.170000002,1
CASH,Camping & Hiking,Davis,EE. UU.,Consumer,CA,Fan Shop,LATAM,Puno,Perú,South America,Puno,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,1,299.980011,1.0,0.07,1
CASH,Camping & Hiking,Decatur,EE. UU.,Consumer,GA,Fan Shop,LATAM,Cartagena,Colombia,South America,Bolívar,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,3,299.980011,1.0,0.050000001,1
CASH,Camping & Hiking,El Cajon,EE. UU.,Consumer,CA,Fan Shop,LATAM,Coacalco,México,Central America,México,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,1,299.980011,2.0,0.200000003,1
CASH,Camping & Hiking,Fairfield,EE. UU.,Corporate,OH,Fan Shop,LATAM,Choluteca,Honduras,Central America,Choluteca,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.01,1
CASH,Camping & Hiking,Granite City,EE. UU.,Consumer,IL,Fan Shop,LATAM,Cancún,México,Central America,Quintana Roo,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.25,1
CASH,Camping & Hiking,Greensboro,EE. UU.,Consumer,NC,Fan Shop,LATAM,Toluca,México,Central America,México,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.07,1
CASH,Camping & Hiking,Guayama,Puerto Rico,Consumer,PR,Fan Shop,LATAM,San José de las Lajas,Cuba,Caribbean,Mayabeque,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.159999996,1
CASH,Camping & Hiking,Guaynabo,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Carrefour,Haití,Caribbean,Ouest,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.039999999,1
CASH,Camping & Hiking,Hayward,EE. UU.,Corporate,CA,Fan Shop,LATAM,Tepic,México,Central America,Nayarit,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.100000001,1
CASH,Camping & Hiking,Henrico,EE. UU.,Corporate,VA,Fan Shop,LATAM,Tegucigalpa,Honduras,Central America,Francisco Morazán,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.07,1
CASH,Camping & Hiking,Hesperia,EE. UU.,Consumer,CA,Fan Shop,LATAM,Viña del Mar,Chile,South America,Valparaíso,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.050000001,1
CASH,Camping & Hiking,Hickory,EE. UU.,Consumer,NC,Fan Shop,LATAM,Mexico City,México,Central America,Distrito Federal,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.200000003,1
CASH,Camping & Hiking,Highland,EE. UU.,Corporate,CA,Fan Shop,LATAM,Tegucigalpa,Honduras,Central America,Francisco Morazán,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,1,299.980011,1.0,0.059999999,1
CASH,Camping & Hiking,Humacao,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Panama City,Panamá,Central America,Panamá,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3,299.980011,4.0,0.25,1
CASH,Camping & Hiking,Huntington Beach,EE. UU.,Corporate,CA,Fan Shop,LATAM,Morelia,México,Central America,Michoacán,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.180000007,1
CASH,Camping & Hiking,Irving,EE. UU.,Consumer,TX,Fan Shop,LATAM,Gómez Palacio,México,Central America,Durango,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.039999999,1
CASH,Camping & Hiking,Irving,EE. UU.,Consumer,TX,Fan Shop,LATAM,Lima,Perú,South America,Lima (ciudad),Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.01,1
CASH,Camping & Hiking,Ithaca,EE. UU.,Consumer,NY,Fan Shop,LATAM,Mejicanos,El Salvador,Central America,San Salvador,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,1,299.980011,2.0,0.0,1
CASH,Camping & Hiking,Jacksonville,EE. UU.,Consumer,FL,Fan Shop,LATAM,Santo Domingo,República Dominicana,Caribbean,Santo Domingo,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.150000006,1
CASH,Camping & Hiking,Jamaica,EE. UU.,Consumer,NY,Fan Shop,LATAM,Metepec,México,Central America,México,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,599.960022,4.0,0.1400000005,2
CASH,Camping & Hiking,La Crosse,EE. UU.,Consumer,WI,Fan Shop,LATAM,Maracay,Venezuela,South America,Aragua,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,3,299.980011,1.0,0.180000007,1
CASH,Camping & Hiking,Laredo,EE. UU.,Home Office,TX,Fan Shop,LATAM,Buenos Aires,Argentina,South America,Buenos Aires,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,2,299.980011,4.0,0.07,1
CASH,Camping & Hiking,Las Vegas,EE. UU.,Consumer,NV,Fan Shop,LATAM,Tijuana,México,Central America,Baja California,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,3,299.980011,2.0,0.0,1
CASH,Camping & Hiking,Las Vegas,EE. UU.,Home Office,NV,Fan Shop,LATAM,Fernando de la Mora,Paraguay,South America,Central,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.090000004,1
CASH,Camping & Hiking,Lawrence,EE. UU.,Corporate,MA,Fan Shop,LATAM,Palma Soriano,Cuba,Caribbean,Santiago de Cuba,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1,299.980011,4.0,0.170000002,1
